IDCliente,Edad,Género,Ingresos,ScoreCrediticio,Transacciones,PagosAtrasados,DeudaEnOtrosBancos,MontoDePagoDeDeudasMensuales,MontoDePagoMensualEnTarjetaCredito,EstabilidadLaboralEnAnos,ViveEnZonaRiesgosa,SeAtrasoMasDeUnaVez
2284,19,F,14957.0,330,27,2,20800,6694,,0.0,No,0
2285,57,M,10541.0,307,29,3,13758,6141,,0.0,No,0
2287,35,M,11415.0,751,27,3,44121,6160,,0.0,No,1
2288,40,F,7668.0,748,4,4,29298,9191,,0.0,No,1
2290,58,F,13023.0,333,17,1,43039,5021,,0.0,Sí,1
2291,26,M,8720.0,754,22,3,16239,6870,,0.0,No,0
2292,66,F,4255.0,743,21,4,7089,6308,,0.0,No,0
2294,58,F,2957.0,511,7,4,23318,4742,,0.0,Sí,1
2295,18,F,7648.0,439,25,1,26866,3145,,0.0,No,0
2296,19,M,5944.0,660,10,0,5917,8143,,0.0,Sí,0
2297,21,M,6058.0,603,10,4,41029,2715,,0.0,No,0
2298,31,F,12339.0,595,27,0,15350,8545,,0.0,Sí,1
2299,49,M,3519.0,451,6,4,9286,5393,,0.0,Sí,1
2300,53,F,12845.0,522,6,3,5742,9494,,0.0,Sí,0
2301,19,F,8913.0,495,29,0,37021,4082,,0.0,No,0
2303,67,M,,828,29,4,1839,8701,,,No,1
2304,68,M,8450.0,787,8,0,18335,1537,,0.0,No,0
2305,31,F,,510,9,4,14661,8092,,,Sí,0
2306,37,M,8703.0,531,1,0,42018,177,,0.0,Sí,1
2307,42,F,7417.0,666,16,1,11743,2376,,0.0,No,0
2308,59,M,10079.0,780,6,2,18891,7738,,0.0,No,0
2309,66,M,1744.0,478,23,1,28483,8992,,0.0,No,0
2310,25,M,7420.0,783,27,0,31135,6831,,0.0,Sí,0
2311,45,M,4514.0,794,8,3,29557,3243,,0.0,No,0
2312,63,M,3930.0,846,15,3,11682,3666,,0.0,Sí,1
2313,38,F,6537.0,315,12,2,12798,937,,0.0,No,0
2314,40,M,11871.0,765,10,0,29039,3027,,0.0,Sí,0
2315,49,M,14536.0,701,16,4,43919,2020,,0.0,No,0
2316,25,F,7713.0,593,15,1,14198,7202,,0.0,No,0
2317,48,F,1175.0,470,11,1,41842,1974,,0.0,Sí,0
2318,54,F,1565.0,331,24,2,32104,9710,,0.0,Sí,0
2319,33,F,4217.0,562,7,2,7603,1258,,0.0,Sí,0
2320,57,M,14975.0,514,8,2,19009,7052,,0.0,Sí,1
2321,59,M,14696.0,488,11,2,38661,3110,,0.0,Sí,1
2322,44,F,5357.0,560,9,2,29965,9434,,0.0,No,0
2323,57,M,13818.0,481,26,2,23784,2753,,0.0,Sí,0
2324,58,F,6973.0,804,7,4,29340,5794,,0.0,Sí,1
2326,52,M,6802.0,321,15,1,4761,419,,0.0,Sí,0
2327,66,M,8034.0,373,16,1,23569,8844,,0.0,Sí,1
2328,69,F,10412.0,465,3,2,3566,2871,,0.0,No,0
2329,32,M,1947.0,533,16,1,49411,867,,0.0,Sí,0
2330,44,F,9776.0,674,15,2,42468,8365,,0.0,No,1
2332,57,F,10812.0,633,1,3,34612,4732,,0.0,Sí,0
2333,19,F,4355.0,839,14,4,40037,9751,,0.0,No,1
2334,66,M,11541.0,334,24,0,27160,4127,,0.0,Sí,0
2336,48,F,4191.0,530,11,0,44211,2242,,0.0,No,0
2337,54,F,6847.0,617,3,1,1533,2488,,0.0,No,0
2338,58,M,12399.0,642,9,4,5596,1512,,0.0,Sí,1
2340,51,F,11768.0,765,23,4,42383,2771,,0.0,Sí,1
2341,51,M,1531.0,378,16,4,31069,1643,,0.0,Sí,1
2342,68,F,2231.0,748,11,4,6358,23,,0.0,Sí,1
2343,20,F,11185.0,581,18,2,32035,2337,,0.0,No,1
2345,31,F,4370.0,490,17,4,41287,8022,,0.0,Sí,0
2346,31,M,2545.0,762,3,3,34356,4726,,0.0,Sí,0
2347,63,M,12357.0,341,27,0,20137,1716,,0.0,No,0
2348,55,M,2437.0,785,19,0,16481,7094,,0.0,Sí,0
2349,52,F,9562.0,472,24,3,37522,4133,,0.0,No,0
2350,18,M,5504.0,549,23,1,26923,6529,,0.0,No,0
2351,65,M,6502.0,809,15,4,38941,744,,0.0,No,0
2352,46,F,8608.0,801,10,1,42057,4177,,0.0,No,1
2353,21,M,6997.0,492,8,3,47275,8185,,0.0,No,0
2355,34,M,8786.0,389,4,0,8052,49,,0.0,No,0
2356,45,F,9808.0,357,8,2,21402,6812,,0.0,No,0
2357,67,F,5166.0,562,26,1,47187,6217,,0.0,No,1
2358,43,M,5014.0,542,2,2,48088,3049,,0.0,Sí,1
2359,25,M,13371.0,518,23,1,5704,5225,,0.0,No,0
2360,51,F,3256.0,308,8,3,40679,7868,,0.0,No,0
2361,35,F,5354.0,729,25,2,29985,3889,,0.0,No,0
2362,48,F,4310.0,312,7,1,29310,7951,,0.0,Sí,1
2363,44,F,14613.0,524,28,3,34045,9814,,0.0,Sí,1
2366,57,M,3329.0,483,27,3,49670,5775,,0.0,No,0
2367,29,F,1393.0,507,17,3,11715,3355,,0.0,Sí,0
2368,39,F,3465.0,827,1,0,21810,9205,,0.0,Sí,1
2369,33,F,4277.0,599,27,2,40583,8345,,0.0,No,0
2370,29,F,6430.0,540,12,1,183,6261,,0.0,Sí,0
2371,28,M,8002.0,754,4,2,41932,2314,,0.0,Sí,0
2372,37,M,,829,17,3,27961,3456,,,Sí,0
2373,68,M,9817.0,543,7,1,35156,7408,,0.0,No,0
2374,18,F,6988.0,537,24,4,20706,4266,,0.0,Sí,1
2375,44,M,8509.0,545,3,4,21316,8808,,0.0,Sí,1
2376,20,F,6932.0,644,1,1,36595,3049,,0.0,Sí,0
2377,29,F,13849.0,783,19,3,2497,4643,,0.0,No,1
2378,47,M,12071.0,609,2,0,13562,5304,,0.0,No,0
2379,26,F,12358.0,583,6,2,36247,1925,,0.0,Sí,0
2380,54,F,14228.0,337,11,2,28841,6845,,0.0,Sí,1
2381,18,M,12614.0,331,23,0,8757,6810,,0.0,Sí,0
2382,59,F,11301.0,542,25,0,34703,2457,,0.0,Sí,1
2384,21,M,3781.0,591,4,0,9018,7820,,0.0,No,0
2386,68,F,12374.0,437,11,4,44077,4241,,0.0,Sí,0
2387,44,M,2639.0,499,16,3,16733,3109,,0.0,No,0
2388,25,F,14838.0,634,6,4,49250,5245,,0.0,No,0
2389,40,M,9973.0,746,11,4,18153,9819,,0.0,Sí,0
2390,32,F,14982.0,647,8,2,34572,7963,,0.0,No,0
2391,44,M,13884.0,577,20,0,42020,4440,,0.0,No,0
2392,48,M,11248.0,831,1,1,44469,7610,,0.0,Sí,0
2393,56,F,11515.0,698,14,0,4170,1998,,0.0,Sí,1
2394,64,M,3274.0,690,21,2,27666,1131,,0.0,No,0
2395,25,M,11425.0,309,26,0,16785,1992,,0.0,Sí,0
2396,47,F,11830.0,848,21,1,41147,8047,,0.0,Sí,0
2397,59,M,12479.0,358,2,0,44944,8705,,0.0,No,0
2398,35,M,3480.0,387,6,2,24714,5040,,0.0,Sí,0
2399,21,M,11808.0,758,26,1,49294,712,,0.0,No,0
2400,64,F,7799.0,403,9,0,32711,214,,0.0,No,1
2401,60,M,9547.0,403,14,2,45163,5746,,0.0,No,1
2402,39,F,13679.0,553,22,2,220,8795,,0.0,No,0
2403,20,F,5674.0,634,8,4,4240,6981,,0.0,No,0
2404,32,M,12538.0,762,26,1,39769,3769,,0.0,Sí,1
2406,64,F,,600,10,0,28604,8861,,,Sí,1
2408,50,F,7104.0,791,20,1,47671,9617,,0.0,No,0
2410,65,M,1163.0,558,9,1,32714,9323,,0.0,No,0
2411,18,M,7922.0,659,9,4,30429,862,,0.0,No,0
2413,43,F,13925.0,727,28,2,559,4272,,0.0,No,0
2414,25,M,12855.0,666,13,1,1839,8678,,0.0,Sí,0
2415,67,F,12446.0,642,1,2,1771,8883,,0.0,Sí,0
2416,33,M,4381.0,646,17,0,24940,3108,,0.0,Sí,0
2417,55,F,3064.0,395,4,2,24992,267,,0.0,No,0
2419,59,M,13457.0,435,27,0,42595,3873,,0.0,No,0
2420,54,M,8447.0,547,16,0,18452,6531,,0.0,Sí,1
2422,45,M,4887.0,785,16,3,42180,4909,,0.0,No,0
2424,37,F,5821.0,711,26,0,24905,8176,,0.0,Sí,0
2425,66,M,4781.0,747,6,1,377,7609,,0.0,Sí,0
2426,31,M,4590.0,546,5,0,11474,1201,,0.0,No,0
2427,63,F,11125.0,720,22,0,159,5186,,0.0,No,0
2428,52,F,,423,10,2,29329,276,,,Sí,1
2430,29,M,10837.0,468,7,2,36942,8498,,0.0,No,0
2431,69,F,13420.0,410,10,4,2199,630,,0.0,No,0
2432,35,M,11879.0,589,10,2,27140,2585,,0.0,No,0
2433,61,M,8315.0,312,25,2,12980,6661,,0.0,Sí,0
2434,19,M,8733.0,562,15,1,42997,7441,,0.0,Sí,1
2435,19,M,14110.0,322,6,3,43359,7400,,0.0,No,0
2437,27,F,11318.0,541,2,3,46006,6968,,0.0,Sí,1
2438,35,M,13633.0,538,8,4,6276,1713,,0.0,Sí,0
2439,39,M,5704.0,602,25,0,18372,9240,,0.0,No,0
2440,36,F,1638.0,464,20,2,23161,9775,,0.0,No,0
2441,18,F,8709.0,475,15,1,8168,3351,,0.0,Sí,0
2442,41,F,6143.0,328,21,4,33633,8093,,0.0,No,0
2443,53,F,,834,21,3,24966,6215,,,Sí,1
2444,42,F,2224.0,593,18,4,42368,9143,,0.0,Sí,1
2445,53,M,12897.0,776,5,1,4915,1224,,0.0,Sí,0
2446,48,M,13102.0,682,25,4,39009,5445,,0.0,No,0
2447,48,F,5245.0,595,4,3,48921,8224,,0.0,Sí,1
2448,19,F,10741.0,633,10,0,39903,96,,0.0,No,0
2449,36,M,6423.0,547,19,3,16197,4358,,0.0,No,0
2450,29,F,14852.0,540,14,3,29011,3141,,0.0,Sí,0
2451,27,F,13337.0,405,23,3,17938,7980,,0.0,No,0
2452,48,M,7607.0,422,24,4,4047,171,,0.0,Sí,0
2453,62,M,8407.0,334,13,1,16515,4853,,0.0,No,0
2454,39,M,10697.0,715,29,3,3679,9092,,0.0,Sí,1
2455,40,M,9073.0,626,10,4,22737,8933,,0.0,Sí,0
2457,40,M,,731,6,0,29048,7537,,,Sí,1
2458,32,F,10567.0,646,13,3,12927,8582,,0.0,Sí,1
2459,43,F,9859.0,336,21,2,34289,958,,0.0,No,1
2461,40,F,3374.0,834,22,0,9933,8535,,0.0,Sí,1
2462,37,M,5090.0,317,25,0,33971,3481,,0.0,No,0
2464,57,F,1335.0,835,2,4,19775,7931,,0.0,Sí,1
2467,35,M,,431,15,1,45078,8635,,,Sí,0
2468,58,M,10991.0,588,19,3,39543,3481,,0.0,Sí,1
2469,23,M,1257.0,535,17,2,23544,7931,,0.0,No,0
2470,44,M,14278.0,341,20,1,15953,5693,,0.0,No,0
2471,53,F,1184.0,459,18,3,9395,1417,,0.0,No,0
2473,54,F,1122.0,559,15,4,8389,7676,,0.0,No,0
2474,22,M,9056.0,575,29,3,11717,7011,,0.0,Sí,1
2475,56,F,8263.0,512,17,1,36962,6709,,0.0,Sí,0
2476,26,M,5700.0,772,24,2,33512,670,,0.0,Sí,0
2477,24,F,7658.0,730,26,3,21930,5413,,0.0,Sí,0
2478,58,M,14191.0,379,22,3,49604,6001,,0.0,No,0
2481,43,F,7077.0,723,22,2,24129,8291,,0.0,Sí,1
2482,21,F,2394.0,815,26,0,30453,2787,,0.0,No,0
2483,55,F,3352.0,464,23,2,498,7857,,0.0,No,0
2484,41,F,12411.0,725,5,2,44647,407,,0.0,Sí,1
2485,31,M,10500.0,341,14,4,16524,977,,0.0,No,0
2486,58,M,6961.0,702,24,4,18098,5553,,0.0,No,0
2487,18,F,4944.0,715,8,3,11012,8334,,0.0,Sí,0
2488,34,F,11133.0,599,26,4,49827,7452,,0.0,No,0
2489,62,F,7405.0,354,25,3,36273,8911,,0.0,No,0
2490,41,F,14885.0,635,28,0,3602,9651,,0.0,No,1
2492,24,F,2054.0,633,17,4,41877,9296,,0.0,Sí,0
2493,26,F,1701.0,705,9,4,42782,544,,0.0,No,0
2494,60,M,3934.0,329,3,0,22888,7153,,0.0,No,0
2495,52,F,6387.0,834,25,4,28398,6960,,0.0,No,0
2496,29,F,14502.0,816,7,0,10795,7544,,0.0,No,0
2497,38,M,14711.0,520,12,3,21187,6302,,0.0,Sí,0
2498,20,M,14848.0,793,29,4,18114,5905,,0.0,No,0
2500,38,M,5695.0,620,9,3,5976,9885,,0.0,No,0
2502,50,M,9271.0,764,23,2,13284,4223,,0.0,No,0
2503,63,F,10027.0,710,23,0,39796,1573,,0.0,No,0
2504,69,F,9843.0,711,23,1,36486,4972,,0.0,Sí,1
2505,23,M,1416.0,791,18,2,46022,3793,,0.0,No,0
2506,19,F,6566.0,737,11,1,39856,7519,,0.0,No,0
2507,46,F,6173.0,778,4,2,34392,2653,,0.0,No,1
2508,57,F,6999.0,371,26,2,34574,540,,0.0,Sí,1
2509,50,M,12872.0,519,8,2,26030,2211,,0.0,Sí,1
2510,21,M,4866.0,303,28,0,8545,9750,,0.0,No,0
2511,21,M,9937.0,589,18,1,35701,8322,,0.0,No,0
2512,46,M,3002.0,679,13,3,33708,5543,,0.0,Sí,0
2513,54,F,1239.0,654,4,3,7787,3820,,0.0,Sí,0
2514,37,F,12085.0,379,10,4,3945,2231,,0.0,No,0
2516,40,M,7561.0,435,12,0,28718,2718,,0.0,No,0
2517,62,M,10047.0,698,19,0,8421,7690,,0.0,Sí,0
2518,35,F,12707.0,646,12,2,11674,1022,,0.0,Sí,1
2519,66,M,11838.0,358,22,0,30596,5354,,0.0,Sí,0
2520,42,M,6867.0,818,28,3,21241,4226,,0.0,Sí,1
2522,32,M,13707.0,378,24,2,7738,9229,,0.0,No,0
2523,51,M,8733.0,414,8,1,49389,813,,0.0,No,0
2524,65,F,7359.0,761,28,0,3772,3837,,0.0,No,0
2525,37,M,8587.0,425,13,1,12365,8850,,0.0,Sí,1
2526,54,F,5804.0,799,1,4,10798,1083,,0.0,No,0
2527,44,F,11790.0,401,3,2,39855,2974,,0.0,Sí,1
2528,39,M,14955.0,473,2,0,15775,9375,,0.0,Sí,1
2529,68,F,2353.0,751,23,4,1984,5566,,0.0,No,0
2530,22,M,11227.0,391,23,4,44055,6681,,0.0,No,0
2531,51,M,3880.0,684,20,1,33820,2624,,0.0,No,0
2532,56,M,1679.0,504,28,3,38022,5505,,0.0,No,0
2533,20,M,9678.0,662,28,3,350,7549,,0.0,No,0
2534,34,M,4620.0,797,8,3,912,2732,,0.0,Sí,0
2537,20,M,10630.0,315,21,0,33059,7675,,0.0,No,0
2538,62,M,5314.0,440,29,0,25788,7777,,0.0,No,0
2539,24,F,7864.0,719,15,2,15778,4343,,0.0,No,0
2540,42,F,,755,2,1,15223,8203,,,No,0
2541,20,M,1690.0,599,25,0,33235,3607,,0.0,Sí,0
2542,32,M,9083.0,638,17,4,3277,8928,,0.0,No,1
2543,46,M,7125.0,602,27,0,14641,509,,0.0,No,0
2544,67,F,10204.0,375,24,2,11391,9460,,0.0,No,0
2546,27,M,13734.0,799,28,0,20709,5745,,0.0,No,0
2547,49,M,3347.0,374,1,2,33832,4816,,0.0,Sí,0
2548,40,M,4708.0,665,4,4,37656,3042,,0.0,No,0
2549,56,F,13662.0,845,19,3,47777,4910,,0.0,No,0
2550,26,M,7376.0,695,7,4,11655,6572,,0.0,No,0
2551,54,F,8930.0,530,23,4,13111,1058,,0.0,Sí,0
2552,69,F,11114.0,327,22,1,26269,4300,,0.0,No,0
2553,57,M,1637.0,774,14,0,18778,9081,,0.0,Sí,0
2554,31,F,6866.0,594,26,3,43017,5503,,0.0,Sí,0
2555,21,M,7793.0,726,14,2,24662,2952,,0.0,No,0
2556,37,F,4008.0,390,10,3,27168,5696,,0.0,No,0
2558,31,M,11425.0,458,24,1,39626,2744,,0.0,No,0
2559,61,M,8372.0,557,7,0,3,9700,,0.0,Sí,0
2560,51,F,11317.0,672,16,2,38708,7637,,0.0,Sí,1
2562,48,F,12649.0,597,7,4,43908,6034,,0.0,Sí,0
2563,50,M,13481.0,330,15,0,44817,9959,,0.0,No,0
2564,69,M,12366.0,657,17,1,47376,9324,,0.0,No,0
2565,56,M,12880.0,769,3,1,42434,1201,,0.0,Sí,1
2566,45,M,2399.0,427,16,3,9322,248,,0.0,Sí,1
2567,42,F,11526.0,569,2,4,25977,8003,,0.0,Sí,0
2569,26,F,2505.0,712,25,4,14166,8421,,0.0,No,0
2570,45,F,6842.0,508,16,3,18134,2675,,0.0,Sí,1
2571,48,F,9441.0,605,21,4,32769,9476,,0.0,Sí,0
2573,40,M,9727.0,656,12,4,26214,8512,,0.0,Sí,1
2574,30,F,12724.0,756,29,0,41108,7294,,0.0,No,0
2575,27,F,7443.0,748,24,1,31667,27,,0.0,Sí,1
2577,23,F,14394.0,766,14,3,24116,640,,0.0,Sí,1
2578,65,F,7952.0,659,11,1,32421,3250,,0.0,Sí,0
2579,28,F,9649.0,686,18,2,22419,3747,,0.0,Sí,0
2580,69,F,3738.0,427,22,3,43313,2719,,0.0,No,1
2582,45,M,14675.0,543,15,4,1702,5005,,0.0,Sí,1
2583,58,F,5135.0,318,27,0,38715,9503,,0.0,Sí,1
2584,32,F,8983.0,695,7,3,43889,3336,,0.0,Sí,0
2585,30,M,12888.0,528,25,2,12762,9682,,0.0,No,0
2586,59,M,,667,14,3,34155,1418,,,No,0
2587,69,F,6635.0,357,20,2,13382,7599,,0.0,No,0
2588,62,M,5069.0,580,8,1,26239,9650,,0.0,Sí,0
2589,34,M,7251.0,401,4,4,26656,3459,,0.0,No,0
2590,24,F,12579.0,347,3,0,29852,4904,,0.0,Sí,0
2591,45,M,,358,12,2,47881,7312,,,No,0
2593,30,F,9452.0,402,24,1,32130,9529,,0.0,No,0
2594,34,F,6737.0,711,15,3,10188,5248,,0.0,No,0
2596,53,M,12525.0,716,24,4,27806,346,,0.0,No,0
2597,45,F,12514.0,415,11,2,47898,116,,0.0,No,0
2598,32,F,3573.0,698,12,3,49093,9612,,0.0,Sí,1
2599,63,M,7853.0,736,19,3,46618,3082,,0.0,No,0
2600,28,F,1125.0,617,17,4,25826,1631,,0.0,No,1
2601,48,M,10421.0,549,29,4,31995,1999,,0.0,No,0
2602,21,M,12403.0,746,6,1,4462,8059,,0.0,Sí,0
2603,52,M,12325.0,796,21,0,30472,7269,,0.0,Sí,1
2605,69,M,3101.0,726,15,1,22789,6098,,0.0,No,0
2606,44,M,1135.0,539,22,0,23173,8998,,0.0,Sí,0
2607,27,F,11569.0,358,20,1,38887,7003,,0.0,Sí,0
2608,47,F,8311.0,826,26,4,49689,1691,,0.0,No,1
2610,37,M,5231.0,765,28,3,8982,5540,,0.0,No,0
2611,46,F,8656.0,595,15,2,29898,3435,,0.0,Sí,1
2613,40,F,8900.0,372,11,2,18332,9882,,0.0,No,0
2614,67,F,10043.0,822,18,1,13989,1777,,0.0,No,1
2615,38,F,10936.0,636,24,1,37946,3147,,0.0,No,0
2616,65,F,11130.0,617,5,2,21488,8057,,0.0,Sí,1
2618,27,F,1870.0,530,24,0,12947,686,,0.0,No,0
2619,58,M,14760.0,356,5,1,26011,5066,,0.0,Sí,0
2620,29,F,9826.0,719,22,2,44209,9121,,0.0,Sí,0
2621,47,M,14939.0,579,29,4,19232,9506,,0.0,No,0
2622,68,F,1668.0,604,10,1,32473,2833,,0.0,Sí,1
2623,50,F,2293.0,765,14,0,30985,9965,,0.0,No,0
2624,35,F,,473,16,1,16545,2245,,,Sí,1
2625,31,F,9460.0,565,5,0,12104,1185,,0.0,Sí,0
2626,39,F,10052.0,546,11,0,13347,2464,,0.0,Sí,0
2627,38,M,,377,19,1,2634,8575,,,Sí,0
2628,18,F,12482.0,552,26,0,5101,1521,,0.0,No,0
2629,66,M,4390.0,774,8,1,22150,979,,0.0,Sí,0
2630,60,M,10453.0,475,19,1,25970,4177,,0.0,No,0
2631,69,F,11524.0,720,20,3,17893,3610,,0.0,Sí,1
2632,32,M,9294.0,760,22,4,18703,7471,,0.0,No,1
2633,53,F,12986.0,553,18,0,27826,5700,,0.0,No,1
2634,64,F,6549.0,819,23,1,22489,7573,,0.0,Sí,0
2635,39,F,5887.0,406,21,0,41439,1953,,0.0,No,0
2636,49,M,14965.0,470,12,1,46012,5546,,0.0,No,0
2637,63,F,5334.0,357,26,1,45214,9676,,0.0,No,1
2638,50,M,11884.0,636,13,1,36767,883,,0.0,No,0
2639,58,F,,641,21,4,42796,4823,,,No,0
2640,56,F,12863.0,589,21,0,16376,123,,0.0,No,0
2641,40,M,10073.0,383,29,4,19733,525,,0.0,Sí,1
2642,60,M,7750.0,416,29,4,11406,2086,,0.0,No,0
2643,19,M,3235.0,833,18,4,28167,6411,,0.0,No,0
2644,19,M,5983.0,518,27,4,30659,6099,,0.0,No,0
2645,55,M,14567.0,401,29,3,36979,9568,,0.0,Sí,1
2646,68,M,8752.0,755,15,0,49543,4406,,0.0,Sí,1
2647,46,F,12226.0,825,15,0,44374,4135,,0.0,Sí,1
2648,69,M,6019.0,565,12,1,44404,8026,,0.0,No,0
2649,63,F,9041.0,586,26,0,7951,4876,,0.0,Sí,0
2650,20,F,14081.0,440,9,4,19157,8772,,0.0,Sí,0
2651,56,F,3577.0,705,19,2,34006,1993,,0.0,Sí,0
2652,24,F,1675.0,592,12,0,27524,4525,,0.0,No,1
2654,46,M,10873.0,470,5,3,28459,9643,,0.0,Sí,0
2655,54,F,,654,26,1,12324,203,,,No,0
2656,66,F,6945.0,504,26,1,31099,4213,,0.0,No,0
2657,53,F,10468.0,777,21,1,43803,5923,,0.0,Sí,1
2658,40,M,5767.0,590,20,3,9727,6365,,0.0,No,0
2659,62,M,8004.0,410,10,4,368,4992,,0.0,Sí,1
2660,33,M,8728.0,367,22,2,43231,6206,,0.0,No,0
2661,65,M,,672,7,0,26533,7501,,,Sí,0
2662,48,F,7609.0,495,23,4,37677,7459,,0.0,No,0
2663,51,M,5934.0,425,11,1,30408,2192,,0.0,No,0
2664,67,F,4648.0,561,28,1,37987,5049,,0.0,No,1
2665,18,M,8131.0,454,8,4,42058,2709,,0.0,Sí,1
2668,60,M,5099.0,334,16,3,42351,9150,,0.0,No,0
2669,32,F,2654.0,343,28,1,38974,4074,,0.0,No,0
2670,65,M,12939.0,715,16,2,10223,5950,,0.0,Sí,0
2673,61,F,7018.0,817,20,4,26722,5663,,0.0,Sí,1
2675,37,F,8852.0,526,16,1,20554,8457,,0.0,No,1
2677,25,F,,667,5,0,27940,3125,,,Sí,1
2678,62,M,,609,3,4,19512,7094,,,Sí,0
2681,68,M,1645.0,504,13,2,28273,238,,0.0,No,0
2682,59,F,9215.0,342,29,4,6612,5046,,0.0,No,1
2684,61,M,5652.0,456,8,3,6022,290,,0.0,Sí,1
2685,67,M,7834.0,565,17,4,38849,6464,,0.0,Sí,0
2687,37,F,7103.0,763,6,2,28055,954,,0.0,No,0
2688,41,M,14157.0,431,29,2,7832,7032,,0.0,No,0
2690,43,F,13862.0,382,29,4,299,6989,,0.0,No,0
2691,42,M,5124.0,431,27,3,19426,8475,,0.0,No,0
2692,53,M,1364.0,727,2,1,47264,8998,,0.0,Sí,1
2693,24,F,3655.0,503,22,4,30654,7779,,0.0,Sí,1
2694,27,M,9600.0,635,14,4,46997,5130,,0.0,Sí,0
2695,64,F,8433.0,796,25,2,17664,6585,,0.0,Sí,1
2696,29,F,2314.0,741,4,2,13028,2676,,0.0,Sí,1
2697,18,F,6272.0,557,3,3,25437,3571,,0.0,No,0
2699,67,F,5703.0,424,18,3,8133,9810,,0.0,No,1
2700,42,M,6131.0,474,12,0,39400,5121,,0.0,No,0
2701,33,F,2539.0,791,9,1,15459,9000,,0.0,Sí,0
2702,22,F,,379,27,1,19168,3786,,,No,0
2703,36,M,14145.0,604,26,3,7398,941,,0.0,Sí,0
2704,21,M,2602.0,809,27,2,23092,8231,,0.0,No,0
2706,43,F,6064.0,390,18,4,9303,4652,,0.0,No,0
2707,66,M,14788.0,468,13,0,25632,1321,,0.0,No,0
2708,56,F,4648.0,633,27,2,42055,1654,,0.0,No,0
2709,56,M,2105.0,535,14,0,46635,3068,,0.0,Sí,0
2710,26,F,6736.0,698,10,4,35068,4738,,0.0,Sí,1
2711,62,F,6812.0,776,3,1,24353,6593,,0.0,No,0
2713,31,F,3488.0,387,7,0,36759,791,,0.0,No,1
2714,65,M,9808.0,552,18,0,16897,6676,,0.0,No,0
2715,26,M,13513.0,657,16,4,36999,743,,0.0,Sí,0
2716,32,F,,357,17,2,43636,6524,,,Sí,1
2717,54,F,1027.0,698,25,2,39320,6574,,0.0,No,1
2718,67,M,12247.0,820,6,4,8312,193,,0.0,No,0
2719,37,M,14282.0,824,25,0,42461,7894,,0.0,No,0
2720,25,M,9207.0,716,12,0,19231,4274,,0.0,No,0
2721,49,M,12540.0,692,19,3,33885,3897,,0.0,No,0
2722,64,M,9524.0,521,3,1,43951,8409,,0.0,No,0
2723,38,M,13770.0,628,26,1,42583,3582,,0.0,No,0
2724,58,F,8977.0,671,28,2,40629,5083,,0.0,Sí,0
2725,36,M,5661.0,810,3,4,35006,8129,,0.0,Sí,0
2726,46,M,11353.0,452,18,0,39368,5343,,0.0,Sí,0
2727,48,F,11277.0,779,29,1,14031,7517,,0.0,Sí,0
2728,23,M,5549.0,319,11,4,2433,7789,,0.0,Sí,1
2729,21,M,4953.0,527,6,4,25378,3903,,0.0,Sí,1
2730,60,M,11981.0,645,19,0,23393,1785,,0.0,Sí,1
2731,46,F,5261.0,318,5,4,7166,7962,,0.0,No,0
2732,59,M,9123.0,743,13,1,37141,9374,,0.0,No,0
2733,20,F,11444.0,667,27,3,40914,523,,0.0,Sí,0
2734,18,M,5973.0,446,5,1,1471,3296,,0.0,No,0
2735,61,F,9436.0,803,26,3,9018,6956,,0.0,Sí,1
2736,32,M,11086.0,729,3,4,29616,4479,,0.0,Sí,1
2737,64,M,2356.0,739,19,1,30771,7711,,0.0,Sí,0
2738,38,M,10134.0,497,17,0,17812,5685,,0.0,Sí,0
2740,48,M,7964.0,668,3,0,4306,8560,,0.0,Sí,1
2741,24,M,8067.0,539,15,3,13177,7794,,0.0,Sí,1
2742,34,F,12384.0,586,17,2,3781,5590,,0.0,Sí,1
2744,56,F,2745.0,817,14,3,18701,398,,0.0,No,0
2745,20,M,13697.0,359,29,2,6688,2151,,0.0,Sí,0
2746,47,F,11549.0,844,26,4,17390,5430,,0.0,No,0
2747,52,M,4879.0,602,16,4,34405,3880,,0.0,Sí,0
2748,46,F,4777.0,543,25,1,25420,126,,0.0,No,0
2749,67,F,3115.0,506,11,4,37879,2087,,0.0,Sí,0
2750,69,M,7257.0,674,17,2,23833,1770,,0.0,Sí,1
2752,52,M,3267.0,777,21,1,32492,8438,,0.0,No,0
2753,45,M,,321,15,0,19671,5925,,,No,0
2754,47,F,11988.0,648,18,2,35629,3318,,0.0,Sí,0
2755,43,F,8086.0,788,16,0,49790,2081,,0.0,No,0
2756,24,F,5481.0,557,14,2,8684,2057,,0.0,No,1
2757,56,M,8465.0,346,14,4,27574,5287,,0.0,Sí,0
2759,22,F,8773.0,326,1,3,11849,5335,,0.0,No,0
2760,52,F,4324.0,696,6,2,30793,2989,,0.0,Sí,0
2761,67,M,13692.0,444,23,4,31171,7575,,0.0,No,0
2762,64,F,5587.0,821,11,0,34253,5721,,0.0,Sí,0
2763,69,F,1356.0,420,11,4,32651,7078,,0.0,Sí,0
2765,53,M,5064.0,681,16,0,5221,2728,,0.0,Sí,1
2766,44,F,6499.0,717,24,0,25545,1591,,0.0,Sí,0
2769,46,M,14039.0,596,25,0,39194,3161,,0.0,Sí,0
